Player,Span,Matches,Innings,Overs,Mdns,Runs,Wickets,BBI,Average,Economy,SR,4,5,Column 12
Walid Ghauri (NOR),2019-2022,7,3,6.5,0,49,2,1/16,24.50,7.17,20.5,0,0,
FN Walsh (PHI),2023-2023,1,1,4.0,0,58,2,2/58,29.00,14.50,12.0,0,0,
Waqas Maqsood (PAK),2018-2018,1,1,1.5,0,21,2,2/21,10.50,11.45,5.5,0,0,
SR Welsh (CAN),2008-2008,1,1,3.0,0,6,2,2/6,3.00,2.00,9.0,0,0,
AR White (IRE),2008-2012,18,1,4.0,0,18,2,2/18,9.00,4.50,12.0,0,0,
G Wijekoon (SL),2007-2007,3,3,11.0,0,101,2,1/12,50.50,9.18,33.0,0,0,
Zahid Abbas (KENYA),2021-2021,4,3,7.0,0,46,2,1/14,23.00,6.57,21.0,0,0,
Zain ul Tashnam (CRC),2019-2019,3,2,8.0,1,35,2,1/16,17.50,4.37,24.0,0,0,
S Zargar (Mex),2019-2019,1,1,3.0,0,22,2,2/22,11.00,7.33,9.0,0,0,
Ziaur Rahman (AFG),2019-2019,1,1,4.0,0,42,2,2/42,21.00,10.50,12.0,0,0,
T Zotos (GRC),2021-2022,7,2,4.0,0,25,2,2/14,12.50,6.25,12.0,0,0,
Aamer Jamal (PAK),2022-2023,4,4,8.5,0,90,1,1/13,90.00,10.18,53.0,0,0,
Z Abbasi (BOT),2019-2022,4,2,4.0,1,16,1,1/7,16.00,4.00,24.0,0,0,
Abdul Bashir (GER),2023-2023,1,1,4.0,0,26,1,1/26,26.00,6.50,24.0,0,0,
KD Abeyrathna (NOR),2021-2023,16,2,3.0,0,20,1,1/12,20.00,6.66,18.0,0,0,
Absar Khan (DEN),2021-2021,2,1,1.0,0,8,1,1/8,8.00,8.00,6.0,0,0,
Adnan Razzaq (Belg),2021-2023,3,3,6.2,0,55,1,1/13,55.00,8.68,38.0,0,0,
N Advani (GIBR),2019-2023,7,3,6.0,0,38,1,1/12,38.00,6.33,36.0,0,0,
Afif Khattak (SUI),2023-2023,1,1,3.0,0,23,1,1/23,23.00,7.66,18.0,0,0,
Aftab Ahmed (2) (DEN),2019-2021,4,3,5.0,0,41,1,1/10,41.00,8.20,30.0,0,0,
R Agamiire (UGA),2021-2021,2,2,6.0,1,9,1,1/1,9.00,1.50,36.0,0,0,
Akramullah Malikzada (HUN),2022-2022,5,3,3.0,0,44,1,1/7,44.00,14.66,18.0,0,0,
K Akurugoda (HUN),2022-2022,2,1,4.0,0,52,1,1/52,52.00,13.00,24.0,0,0,
GW Aldridge (NZ),2011-2011,1,1,4.0,0,45,1,1/45,45.00,11.25,24.0,0,0,
J Allen (BRA),2019-2019,2,2,2.0,0,19,1,1/7,19.00,9.50,12.0,0,0,
TP Allen (USA),2019-2019,5,2,3.0,0,28,1,1/11,28.00,9.33,18.0,0,0,
M Altankhuyag (MNG),2023-2023,2,1,2.0,0,55,1,1/55,55.00,27.50,12.0,0,0,
Amir Ali (OMA),2015-2016,10,5,9.0,0,67,1,1/6,67.00,7.44,54.0,0,0,
Amir Mangal (GER),2019-2020,10,5,6.4,0,57,1,1/17,57.00,8.55,40.0,0,0,
Andre Jarju (GAMBI),2022-2022,6,6,13.0,0,127,1,1/39,127.00,9.76,78.0,0,0,
Anjar Tadarus (INA),2022-2023,10,2,2.0,0,22,1,1/12,22.00,11.00,12.0,0,0,
Anoop Orsu (LUX),2022-2023,12,3,5.0,0,53,1,1/15,53.00,10.60,30.0,0,0,
S Aravind (IND),2015-2015,1,1,3.4,0,44,1,1/44,44.00,12.00,22.0,0,0,
Khan Arbaaz (LES),2022-2022,2,2,3.0,0,20,1,1/10,20.00,6.66,18.0,0,0,
Ariful Haque (BAN),2018-2018,9,1,1.0,0,13,1,1/13,13.00,13.00,6.0,0,0,
Asghar Afghan (AFG),2010-2021,75,1,0.4,0,4,1,1/4,4.00,6.00,4.0,0,0,
A Ashok (NZ),2023-2023,1,1,4.0,0,28,1,1/28,28.00,7.00,24.0,0,0,
Imran Asif (Aut),2021-2021,3,2,4.0,0,53,1,1/23,53.00,13.25,24.0,0,0,
Assad Mehmood (PORT),2023-2023,2,2,7.0,0,29,1,1/16,29.00,4.14,42.0,0,0,
G Axtell (BHR),2022-2022,2,2,7.0,0,42,1,1/17,42.00,6.00,42.0,0,0,
DS Bajwa (CAN),2023-2023,1,1,2.0,0,21,1,1/21,21.00,10.50,12.0,0,0,
Baljinder Singh (ROM),2023-2023,1,1,3.0,0,29,1,1/29,29.00,9.66,18.0,0,0,
AA Banner (Blz),2019-2021,9,3,10.0,0,56,1,1/18,56.00,5.60,60.0,0,0,
I Bardis (GRC),2022-2022,2,1,1.0,0,12,1,1/12,12.00,12.00,6.0,0,0,
CD Barnwell (WI),2011-2013,6,4,6.0,0,51,1,1/24,51.00,8.50,36.0,0,0,
Basil George (MLT),2021-2023,25,7,14.3,0,145,1,1/18,145.00,10.00,87.0,0,0,
A Bhattarai (NEP),2014-2014,1,1,3.0,0,12,1,1/12,12.00,4.00,18.0,0,0,
SR Bhudia (KENYA),2019-2023,25,7,15.0,0,83,1,1/6,83.00,5.53,90.0,0,0,
S Biko (KENYA),2022-2022,2,2,6.0,0,33,1,1/26,33.00,5.50,36.0,0,0,
Bilal Aftab (DEN),2021-2021,3,1,2.0,0,13,1,1/13,13.00,6.50,12.0,0,0,
STR Binny (IND),2015-2016,3,3,5.0,0,54,1,1/14,54.00,10.80,30.0,0,0,
CC Blake (VAN),2019-2019,3,3,8.0,0,49,1,1/15,49.00,6.12,48.0,0,0,
N Boje (SA),2005-2005,1,1,4.0,0,27,1,1/27,27.00,6.75,24.0,0,0,
SG Borthwick (ENG),2011-2011,1,1,4.0,0,15,1,1/15,15.00,3.75,24.0,0,0,
M Brasier (Fin),2022-2023,3,3,6.5,0,79,1,1/34,79.00,11.56,41.0,0,0,
J Broad (GER),2022-2022,9,6,11.3,0,93,1,1/9,93.00,8.08,69.0,0,0,
DE Budge (SCOT),2018-2021,8,1,1.0,0,18,1,1/18,18.00,18.00,6.0,0,0,
CL Cairns (NZ),2005-2006,2,2,8.0,0,52,1,1/28,52.00,6.50,48.0,0,0,
Y Cariah (WI),2022-2022,2,2,6.0,0,43,1,1/15,43.00,7.16,36.0,0,0,
A Carthew (Chile),2019-2019,4,1,2.0,0,19,1,1/19,19.00,9.50,12.0,0,0,
Charanjeet Singh (ITA),2019-2019,3,2,5.0,0,35,1,1/18,35.00,7.00,30.0,0,0,
F Choudary (SWE),2022-2022,2,2,3.0,0,31,1,1/17,31.00,10.33,18.0,0,0,
MS Crane (ENG),2017-2017,2,2,8.0,0,62,1,1/38,62.00,7.75,48.0,0,0,
T Cross (EST),2021-2021,2,2,5.0,0,44,1,1/35,44.00,8.80,30.0,0,0,
H Dajc (SRB),2019-2019,2,1,4.0,0,36,1,1/36,36.00,9.00,24.0,0,0,
M Dale-Bradley (GUE),2023-2023,2,2,7.0,0,47,1,1/23,47.00,6.71,42.0,0,0,
H Davids (SA),2012-2013,9,2,2.0,0,13,1,1/6,13.00,6.50,12.0,0,0,
CJ Delany (GIBR),2019-2021,13,4,8.2,0,95,1,1/37,95.00,11.40,50.0,0,0,
JL de Mey (NED),2021-2021,3,2,7.0,0,67,1,1/35,67.00,9.57,42.0,0,0,
A Denuwan (ITA),2022-2022,3,3,6.2,0,50,1,1/17,50.00,7.89,38.0,0,0,
PA Desai (CAN),2012-2012,1,1,3.0,0,30,1,1/30,30.00,10.00,18.0,0,0,
STRA de Silva (SEY),2022-2022,7,4,7.2,0,64,1,1/23,64.00,8.72,44.0,0,0,
P Desungnoen (THAI),2022-2023,3,3,6.0,0,59,1,1/18,59.00,9.83,36.0,0,0,
S Dhakal (NEP),2022-2022,2,2,6.0,0,55,1,1/19,55.00,9.16,36.0,0,0,
R Dhawan (IND),2016-2016,1,1,4.0,0,42,1,1/42,42.00,10.50,24.0,0,0,
SG Diaby (Mali),2022-2022,6,5,13.0,0,96,1,1/19,96.00,7.38,78.0,0,0,
A Djorovic (SRB),2019-2023,11,9,21.3,1,215,1,1/31,215.00,10.00,129.0,0,0,
W Dlamini (SWZ),2022-2022,8,3,6.0,0,70,1,1/20,70.00,11.66,36.0,0,0,
JEA Doctora (PHI),2023-2023,7,2,2.2,0,19,1,1/17,19.00,8.14,14.0,0,0,
S Draunivudi (Fiji),2022-2022,3,3,9.0,0,86,1,1/34,86.00,9.55,54.0,0,0,
B Dugic (SRB),2019-2023,7,7,13.3,0,158,1,1/18,158.00,11.70,81.0,0,0,
V Dwivedi (EST),2022-2022,2,2,5.0,0,35,1,1/28,35.00,7.00,30.0,0,0,
KR Ebanks (CAY),2019-2019,5,5,11.0,0,104,1,1/25,104.00,9.45,66.0,0,0,
L Erdenebulgan (MNG),2023-2023,2,2,7.0,0,75,1,1/47,75.00,10.71,42.0,0,0,
Faizalmahmed Patel (SWZ),2023-2023,2,2,8.0,0,80,1,1/40,80.00,10.00,48.0,0,0,
M Faraz Akram (ZIM),2020-2021,2,2,6.2,0,58,1,1/46,58.00,9.15,38.0,0,0,
Fayyaz Ahmed (UAE),2015-2015,1,1,3.0,0,29,1,1/29,29.00,9.66,18.0,0,0,
Fiaz Ahmad (KUW),2019-2019,3,3,5.0,0,56,1,1/13,56.00,11.20,30.0,0,0,
KK Flowers (Blz),2019-2019,3,1,2.0,0,16,1,1/16,16.00,8.00,12.0,0,0,
C Fry (LUX),2019-2019,3,3,7.0,1,62,1,1/3,62.00,8.85,42.0,0,0,
Gagandeep Singh (BUL),2023-2023,4,3,7.0,1,54,1,1/11,54.00,7.71,42.0,0,0,
LR Gaonkar (PAN),2023-2023,4,1,4.0,0,21,1,1/21,21.00,5.25,24.0,0,0,
GHS Garton (ENG),2022-2022,1,1,4.0,0,57,1,1/57,57.00,14.25,24.0,0,0,
L Gherasim (ROM),2019-2023,8,2,2.3,0,18,1,1/12,18.00,7.20,15.0,0,0,
P Gheewala (EST),2023-2023,2,2,7.0,0,56,1,1/22,56.00,8.00,42.0,0,0,
M Gherasim (ROM),2020-2022,12,5,7.2,0,59,1,1/22,59.00,8.04,44.0,0,0,
JN Gillespie (AUS),2005-2005,1,1,4.0,0,49,1,1/49,49.00,12.25,24.0,0,0,
K Govind (SEY),2021-2021,1,1,3.0,0,25,1,1/25,25.00,8.33,18.0,0,0,
OJ Hairs (SCOT),2019-2023,20,1,2.0,0,19,1,1/19,19.00,9.50,12.0,0,0,
V Hampihallikar (SGP),2022-2022,6,6,12.0,0,129,1,1/30,129.00,10.75,72.0,0,0,
Hardev Singh (Chile),2019-2019,3,1,1.0,0,12,1,1/12,12.00,12.00,6.0,0,0,
SJ Harmison (ENG),2005-2006,2,2,6.3,0,42,1,1/13,42.00,6.46,39.0,0,0,
Haroon Mughal (MLT),2019-2021,15,2,3.0,0,31,1,1/17,31.00,10.33,18.0,0,0,
Hasan Cakir (TKY),2022-2022,2,1,1.0,0,5,1,1/5,5.00,5.00,6.0,0,0,
TM Head (AUS),2016-2023,20,4,6.0,0,56,1,1/16,56.00,9.33,36.0,0,0,
JS Henriksen (DEN),2023-2023,3,2,4.0,0,45,1,1/28,45.00,11.25,24.0,0,0,
P Heron (CAY),2022-2023,11,1,1.0,0,8,1,1/8,8.00,8.00,6.0,0,0,
BJ Hodge (AUS),2007-2014,15,3,5.0,0,43,1,1/13,43.00,8.60,30.0,0,0,
Hussain Saadhin (MDV),2023-2023,2,2,2.0,0,24,1,1/4,24.00,12.00,12.0,0,0,
RF Hutton (PHI),2023-2023,1,1,1.0,0,13,1,1/13,13.00,13.00,6.0,0,0,
Huzaif Yousuf (BUL),2023-2023,4,2,4.4,1,40,1,1/2,40.00,8.57,28.0,0,0,
GM Hyde (Blz),2019-2019,3,2,5.0,0,43,1,1/14,43.00,8.60,30.0,0,0,
AN Hyobeom (SKOR),2022-2022,2,2,3.0,0,35,1,1/14,35.00,11.66,18.0,0,0,
Iftikhar Anjum (PAK),2007-2009,2,2,8.0,0,67,1,1/34,67.00,8.37,48.0,0,0,
AJ Ireland (ZIM),2006-2006,1,1,3.0,0,33,1,1/33,33.00,11.00,18.0,0,0,
Irfan Mir (Chile),2019-2019,4,4,15.0,0,73,1,1/26,73.00,4.86,90.0,0,0,
Irshad Mubbashar (KSA),2022-2022,5,2,2.0,0,22,1,1/15,22.00,11.00,12.0,0,0,
B Isaac (STHEL),2022-2022,7,2,5.0,0,37,1,1/22,37.00,7.40,30.0,0,0,
E Isaneez (UGA),2019-2019,3,3,9.2,0,53,1,1/16,53.00,5.67,56.0,0,0,
Isa Zaroo (BUL),2023-2023,4,1,3.0,0,36,1,1/36,36.00,12.00,18.0,0,0,
O Isesele (NGA),2021-2021,5,4,10.0,0,104,1,1/44,104.00,10.40,60.0,0,0,
Ismat Ullah (BRA),2019-2019,4,2,4.0,0,16,1,1/9,16.00,4.00,24.0,0,0,
WG Jacks (ENG),2022-2023,6,1,1.0,0,5,1,1/5,5.00,5.00,6.0,0,0,
Jaison Jerome (MLT),2022-2023,9,9,25.0,0,253,1,1/56,253.00,10.12,150.0,0,0,
D Jamyansuren (MNG),2023-2023,2,1,4.0,0,60,1,1/60,60.00,15.00,24.0,0,0,
JM Joao (MOZ),2022-2023,6,2,3.0,0,32,1,1/24,32.00,10.66,18.0,0,0,
G Johnson (STHEL),2022-2022,7,5,13.0,0,84,1,1/13,84.00,6.46,78.0,0,0,
B Karki (NEP),2020-2020,1,1,4.0,1,6,1,1/6,6.00,1.50,24.0,0,0,
A Karn (NEP),2015-2015,2,2,8.0,0,49,1,1/31,49.00,6.12,48.0,0,0,
NA Karnik (SGP),2022-2022,4,4,11.4,0,140,1,1/19,140.00,12.00,70.0,0,0,
Kashif Abbas (KSA),2023-2023,3,3,9.0,0,69,1,1/34,69.00,7.66,54.0,0,0,
N Khanna (MLT),2019-2023,24,2,4.0,0,47,1,1/26,47.00,11.75,24.0,0,0,
Khurram Chohan (CAN),2010-2010,4,4,12.1,0,106,1,1/24,106.00,8.71,73.0,0,0,
Khurram Khan (UAE),2014-2014,3,1,1.0,0,8,1,1/8,8.00,8.00,6.0,0,0,
JH Kiani (PHI),2019-2023,5,1,4.0,0,26,1,1/26,26.00,6.50,24.0,0,0,
T Kirk (GUE),2023-2023,1,1,4.0,0,28,1,1/28,28.00,7.00,24.0,0,0,
R Klein (NED),2022-2022,2,2,4.0,0,45,1,1/18,45.00,11.25,24.0,0,0,
DO Leicher (NAM),2022-2022,2,2,5.0,0,45,1,1/18,45.00,9.00,30.0,0,0,
Lemar Momand (SWE),2021-2022,7,7,15.0,0,89,1,1/16,89.00,5.93,90.0,0,0,
AR Leo (STHEL),2022-2022,7,1,3.0,0,21,1,1/21,21.00,7.00,18.0,0,0,
B Schuster (Samoa),2022-2022,2,2,4.0,0,27,1,1/11,27.00,6.75,24.0,0,0,
CA Liyanage (MDV),2019-2023,4,2,5.0,0,47,1,1/33,47.00,9.40,30.0,0,0,
J Long (PHI),2019-2019,2,1,2.0,0,26,1,1/26,26.00,13.00,12.0,0,0,
Luo Shilin (CHN),2023-2023,4,2,7.0,0,35,1,1/10,35.00,5.00,42.0,0,0,
NM Lyon (AUS),2016-2018,2,2,5.0,0,48,1,1/33,48.00,9.60,30.0,0,0,
RT Lyons (SCOT),2010-2010,2,2,6.0,0,40,1,1/26,40.00,6.66,36.0,0,0,
A Maheshwari (CRT),2022-2023,5,2,5.0,0,50,1,1/19,50.00,10.00,30.0,0,0,
Mahmad Data (PAN),2019-2023,4,4,6.5,0,52,1,1/15,52.00,7.60,41.0,0,0,
A Makesh (KUW),2019-2019,4,4,9.0,1,79,1,1/19,79.00,8.77,54.0,0,0,
DJ Malan (ENG),2017-2023,62,1,2.0,0,27,1,1/27,27.00,13.50,12.0,0,0,
WJ Malinda (MDV),2019-2023,11,4,9.0,0,66,1,1/27,66.00,7.33,54.0,0,0,
Mamoon Latif (Belg),2019-2021,11,1,1.0,0,14,1,1/14,14.00,14.00,6.0,0,0,
BAD Manenti (ITA),2023-2023,5,5,18.0,0,154,1,1/28,154.00,8.55,108.0,0,0,
Manpreet Singh (SGP),2019-2022,31,8,17.0,0,164,1,1/16,164.00,9.64,102.0,0,0,
V Marghashayam (CZK-R),2023-2023,2,1,2.0,0,19,1,1/19,19.00,9.50,12.0,0,0,
D Marks (MLT),2019-2023,6,6,21.0,0,166,1,1/26,166.00,7.90,126.0,0,0,
OM Marshall (Peru),2019-2019,3,2,3.0,0,22,1,1/10,22.00,7.33,18.0,0,0,
A Martin (WI),2011-2011,1,1,3.0,0,20,1,1/20,20.00,6.66,18.0,0,0,
T Maruma (ZIM),2008-2019,13,2,3.0,0,20,1,1/8,20.00,6.66,18.0,0,0,
WT Mashinge (ZIM),2019-2019,2,2,5.0,0,57,1,1/37,57.00,11.40,30.0,0,0,
N Master (BOT),2019-2019,2,1,4.0,0,30,1,1/30,30.00,7.50,24.0,0,0,
B McMullen (SCOT),2023-2023,6,4,6.0,0,57,1,1/26,57.00,9.50,36.0,0,0,
Md Shafiqul Haque (THAI),2019-2019,4,1,3.0,0,25,1,1/25,25.00,8.33,18.0,0,0,
A Mehmood (HKG),2016-2023,3,2,4.0,0,47,1,1/35,47.00,11.75,24.0,0,0,
RTM Mendis (SL),2021-2021,2,2,4.0,0,22,1,1/13,22.00,5.50,24.0,0,0,
AB Mengoumou (CAM),2021-2022,8,3,5.1,0,72,1,1/57,72.00,13.93,31.0,0,0,
SF Mire (ZIM),2018-2019,9,5,12.0,0,115,1,1/15,115.00,9.58,72.0,0,0,
Mirza Ahmed (KUW),2023-2023,1,1,2.0,0,8,1,1/8,8.00,4.00,12.0,0,0,
Mobashar Ashraf (Fran),2021-2021,2,2,4.0,0,24,1,1/17,24.00,6.00,24.0,0,0,
SJ Modani (USA),2021-2022,5,1,1.0,0,2,1,1/2,2.00,2.00,6.0,0,0,
D Mogan (MAL),2020-2021,3,3,12.0,0,116,1,1/31,116.00,9.66,72.0,0,0,
Mohamed Coulibaly (Mali),2022-2022,7,2,5.0,0,42,1,1/28,42.00,8.40,30.0,0,0,
Mohamed Miuvaan (MDV),2023-2023,2,2,7.0,0,51,1,1/42,51.00,7.28,42.0,0,0,
Mohammad Amin (KUW),2019-2020,9,2,2.0,0,18,1,1/12,18.00,9.00,12.0,0,0,
Mohammad Atif (ESP),2022-2022,1,1,3.0,0,22,1,1/22,22.00,7.33,18.0,0,0,
Mohammad Boota (UAE),2019-2022,19,1,1.0,0,13,1,1/13,13.00,13.00,6.0,0,0,
Mohammad Rafique (BAN),2006-2006,1,1,4.0,0,22,1,1/22,22.00,5.50,24.0,0,0,
Mohammad Shahid (BAN),2016-2016,1,1,3.0,0,32,1,1/32,32.00,10.66,18.0,0,0,
Mohammed Alamgir (SWZ),2022-2023,5,2,5.0,0,35,1,1/6,35.00,7.00,30.0,0,0,
L Monanthane (LES),2021-2021,2,2,4.0,0,65,1,1/55,65.00,16.25,24.0,0,0,
MR Montfort (CAN),2019-2019,1,1,3.0,0,25,1,1/25,25.00,8.33,18.0,0,0,
J Mubarak (SL),2007-2009,16,2,1.2,0,17,1,1/9,17.00,12.75,8.0,0,0,
Iqbal Mudassir (SKOR),2022-2022,4,2,4.0,0,53,1,1/21,53.00,13.25,24.0,0,0,
Fahim Bhatti (Belg),2022-2023,9,9,25.0,2,148,1,1/5,148.00,5.92,150.0,0,0,
Muhammad Amin (SWA/SWZ),2021-2023,9,5,14.0,0,118,1,1/21,118.00,8.42,84.0,0,0,
Muhammad Farooq (CYP),2022-2022,1,1,1.0,0,2,1,1/2,2.00,2.00,6.0,0,0,
Muhammad Imran (Fin),2022-2022,1,1,4.0,0,16,1,1/16,16.00,4.00,24.0,0,0,
Muhammad Muneeb (Belg),2020-2023,17,2,2.0,0,35,1,1/18,35.00,17.50,12.0,0,0,
EMDY Munaweera (SL),2012-2017,13,5,10.0,0,92,1,1/26,92.00,9.20,60.0,0,0,
T Mupariwa (ZIM),2007-2008,4,4,13.0,0,94,1,1/22,94.00,7.23,78.0,0,0,
Mustapha Suwareh (GAMBI),2022-2022,7,2,3.0,0,52,1,1/6,52.00,17.33,18.0,0,0,
Myat Thu Aung (MYAN),2023-2023,2,1,1.0,0,12,1,1/12,12.00,12.00,6.0,0,0,
Nader Zahadiafzal (Iran),2020-2020,3,2,4.0,0,25,1,1/10,25.00,6.25,24.0,0,0,
Naiem Bameri (Iran),2020-2020,3,3,8.0,0,73,1,1/14,73.00,9.12,48.0,0,0,
Najeeb Amar (HKG),2014-2014,1,1,3.0,0,29,1,1/29,29.00,9.66,18.0,0,0,
N Nankov (BUL),2019-2021,5,2,3.0,0,28,1,1/13,28.00,9.33,18.0,0,0,
Naseer Naail Ismail (MDV),2023-2023,2,2,6.0,1,31,1,1/23,31.00,5.16,36.0,0,0,
NH Naureen (ESP),2019-2019,1,1,3.0,1,32,1,1/32,32.00,10.66,18.0,0,0,
Naveed Fakhr (KUW),2020-2021,3,2,8.0,0,63,1,1/31,63.00,7.87,48.0,0,0,
Navid Abdollahpour (Iran),2020-2020,2,2,5.0,1,45,1,1/24,45.00,9.00,30.0,0,0,
Nazakat Ali (NOR),2019-2019,2,2,3.0,0,16,1,1/6,16.00,5.33,18.0,0,0,
Nazmul Hossain (BAN),2009-2012,4,4,7.0,0,67,1,1/15,67.00,9.57,42.0,0,0,
R Neale (LUX),2019-2019,3,1,3.0,0,30,1,1/30,30.00,10.00,18.0,0,0,
P Nedeljkovic (SRB),2023-2023,2,2,8.0,0,35,1,1/14,35.00,4.37,48.0,0,0,
P Negi (IND),2016-2016,1,1,3.0,0,16,1,1/16,16.00,5.33,18.0,0,0,
SF Nhavotso (MOZ),2021-2021,4,3,5.2,0,40,1,1/33,40.00,7.50,32.0,0,0,
R Nil (SEY),2021-2021,4,4,12.0,0,103,1,1/19,103.00,8.58,72.0,0,0,
Nilansh Keswani (UAE),2023-2023,1,1,4.0,0,23,1,1/23,23.00,5.75,24.0,0,0,
K Nima (BHU),2019-2019,1,1,3.0,0,22,1,1/22,22.00,7.33,18.0,0,0,
N Nazmussakib (SKOR),2022-2022,2,1,1.2,0,17,1,1/17,17.00,12.75,8.0,0,0,
Noman Kamawi (Belg),2019-2019,1,1,3.0,0,28,1,1/28,28.00,9.33,18.0,0,0,
Noorkhan Ahmedi (SUI),2021-2022,8,1,2.0,0,12,1,1/12,12.00,6.00,12.0,0,0,
L Nou (PNG),2015-2015,3,3,10.0,0,65,1,1/24,65.00,6.50,60.0,0,0,
Nyein Cham Soe (MYAN),2023-2023,2,2,4.0,0,24,1,1/5,24.00,6.00,24.0,0,0,
JL Ontong (SA),2008-2015,14,4,6.0,0,83,1,1/25,83.00,13.83,36.0,0,0,
AM Oyede (NGA),2019-2019,8,3,8.0,0,44,1,1/14,44.00,5.50,48.0,0,0,
MA Parker (SCOT),2012-2012,2,2,6.0,0,61,1,1/36,61.00,10.16,36.0,0,0,
Parvez Rasool (IND),2017-2017,1,1,4.0,0,32,1,1/32,32.00,8.00,24.0,0,0,
AM Patel (PAN),2023-2023,2,2,3.0,0,19,1,1/8,19.00,6.33,18.0,0,0,
AR Patwa (TAN),2021-2023,41,1,1.0,0,4,1,1/4,4.00,4.00,6.0,0,0,
RK Paudel (NEP),2019-2023,24,2,3.5,0,28,1,1/2,28.00,7.30,23.0,0,0,
KP Pietersen (ENG),2005-2013,37,3,5.0,0,53,1,1/27,53.00,10.60,30.0,0,0,
S Pokhriyal (CZK-R),2019-2020,9,1,2.0,0,23,1,1/23,23.00,11.50,12.0,0,0,
V Pulibanti (CRT),2023-2023,2,1,2.0,0,15,1,1/15,15.00,7.50,12.0,0,0,
M Pushpakumara (SL),2009-2009,1,1,3.0,0,27,1,1/27,27.00,9.00,18.0,0,0,
Qasim Zia (BHR),2019-2019,3,3,9.0,0,68,1,1/17,68.00,7.55,54.0,0,0,
Rahat Ali (CZK-R),2023-2023,2,2,4.0,0,41,1,1/19,41.00,10.25,24.0,0,0,
Rahel Khan (SWE),2021-2021,7,3,7.0,0,53,1,1/16,53.00,7.57,42.0,0,0,
Rahman Ademi (SRB),2019-2023,6,3,7.0,0,57,1,1/21,57.00,8.14,42.0,0,0,
RLB Rambukwella (SL),2013-2016,2,2,6.3,0,46,1,1/19,46.00,7.07,39.0,0,0,
Ravinder Singh (MLT),2019-2021,7,2,6.0,0,72,1,1/36,72.00,12.00,36.0,0,0,
J Reb (SRB),2019-2023,8,3,9.0,0,106,1,1/40,106.00,11.77,54.0,0,0,
RA Reifer (WI),2022-2023,3,2,5.0,0,60,1,1/42,60.00,12.00,30.0,0,0,
GA Reynold (Blz),2019-2019,3,3,8.0,1,49,1,1/17,49.00,6.12,48.0,0,0,
Riaz Afridi (CZK-R),2023-2023,3,3,9.3,0,65,1,1/25,65.00,6.84,57.0,0,0,
R Rivas (Chile),2019-2019,3,1,4.0,0,45,1,1/45,45.00,11.25,24.0,0,0,
AAP Rivero (Arg),2023-2023,6,4,10.5,0,71,1,1/7,71.00,6.55,65.0,0,0,
Robiul Khan (ESP),2023-2023,1,1,3.0,0,26,1,1/26,26.00,8.66,18.0,0,0,
SE Rutherford (WI),2018-2020,6,2,6.0,0,49,1,1/21,49.00,8.16,36.0,0,0,
S Saeed (MDV),2019-2019,5,5,11.0,0,95,1,1/24,95.00,8.63,66.0,0,0,
C Sakariya (IND),2021-2021,2,1,3.4,0,34,1,1/34,34.00,9.27,22.0,0,0,
Salvin Stanly (CAM),2023-2023,5,3,6.1,0,50,1,1/31,50.00,8.10,37.0,0,0,
AM Samad (CAN),2008-2010,7,1,2.0,0,36,1,1/36,36.00,18.00,12.0,0,0,
SMLD Samarakoon (SL),2023-2023,1,1,3.0,0,10,1,1/10,10.00,3.33,18.0,0,0,
Sandeep Goud (Bhm),2021-2023,13,7,13.1,0,105,1,1/25,105.00,7.97,79.0,0,0,
Sandeep Sharma (IND),2015-2015,2,2,7.0,0,73,1,1/39,73.00,10.42,42.0,0,0,
L Sanogo (Mali),2022-2022,7,4,11.0,0,96,1,1/22,96.00,8.72,66.0,0,0,
Saqlain Arshad (QAT),2019-2023,13,3,3.0,0,36,1,1/8,36.00,12.00,18.0,0,0,
Sarawut Maliwan (THAI),2023-2023,6,5,9.0,0,80,1,1/10,80.00,8.88,54.0,0,0,
Saqib Naveed (EST),2021-2022,4,4,9.0,0,125,1,1/40,125.00,13.88,54.0,0,0,
I Sawmy (DEN),2019-2019,2,1,3.0,0,12,1,1/12,12.00,4.00,18.0,0,0,
RA Sealy (CAY),2022-2023,13,1,1.0,0,3,1,1/3,3.00,3.00,6.0,0,0,
Shohidul Islam (BAN),2021-2021,1,1,3.5,0,33,1,1/33,33.00,8.60,23.0,0,0,
Shahzad Muhammad (Mex),2019-2019,2,1,3.0,0,29,1,1/29,29.00,9.66,18.0,0,0,
Shaikh Ashraf (Peru),2019-2019,4,2,4.0,0,34,1,1/18,34.00,8.50,24.0,0,0,
T Shanmugam (SEY),2022-2022,6,5,11.0,0,68,1,1/22,68.00,6.18,66.0,0,0,
KV Sharma (IND),2014-2014,1,1,4.0,0,28,1,1/28,28.00,7.00,24.0,0,0,
RG Sharma (IND),2007-2022,148,9,11.2,0,113,1,1/22,113.00,9.97,68.0,0,0,
ZK Shem (VAN),2019-2019,5,3,6.0,0,72,1,1/36,72.00,12.00,36.0,0,0,
LPC Silva (SL),2006-2011,16,2,3.0,0,15,1,1/4,15.00,5.00,18.0,0,0,
BA Simango (MOZ),2019-2022,4,1,3.0,0,21,1,1/21,21.00,7.00,18.0,0,0,
T Singye (BHU),2019-2019,2,2,6.0,0,65,1,1/53,65.00,10.83,36.0,0,0,
CJA Smith (MAL),2023-2023,2,1,1.4,0,15,1,1/15,15.00,9.00,10.0,0,0,
